"external_submission_id";"search_query";"donation_platform"
"20278";"https://www.youtube.com/results?search_query=ikea+k%C3%BCchen+2022";"YouTube"
"20278";"https://www.youtube.com/results?search_query=samsonite+koffer+rollen+wechseln";"YouTube"
"20278";"https://www.youtube.com/results?search_query=condor+70+rundgang";"YouTube"
"20290";"https://www.youtube.com/results?search_query=Speiegel+TV";"YouTube"
"20290";"https://www.youtube.com/results?search_query=Was+ist+mit+Karsten+los%3F";"YouTube"
"20290";"https://www.youtube.com/results?search_query=Justice+Concert+Paris+2017";"YouTube"
"20290";"https://www.youtube.com/results?search_query=ice+leipzig+n%C3%BCrnberg";"YouTube"
"20290";"https://www.youtube.com/results?search_query=F%C3%BChrerstandsmitfahrt+Frankfurt";"YouTube"
"20296";"https://www.youtube.com/results?search_query=welt+ukraine";"YouTube"
"20296";"https://www.youtube.com/results?search_query=steinmeier+rede+heute";"YouTube"
"20296";"https://www.youtube.com/results?search_query=swingle+singers+bach+air";"YouTube"
"20296";"https://www.youtube.com/results?search_query=harmonic+brass+m%C3%BCnchen";"YouTube"
"20296";"https://www.youtube.com/results?search_query=greta+thunberg+maischberger+interview";"YouTube"
"20227";"https://www.youtube.com/results?search_query=guilmant+op+61";"YouTube"
"20227";"https://www.youtube.com/results?search_query=flashmob+halleluja";"YouTube"
"20227";"https://www.youtube.com/results?search_query=beziksblech+ludwigsburg";"YouTube"
"20227";"https://www.youtube.com/results?search_query=wickie+und+die+starken+m%C3%A4nner+zeichentrickserie";"YouTube"
"20227";"https://www.youtube.com/results?search_query=bella+italia+1";"YouTube"
"20388";"https://www.youtube.com/results?search_query=lesbischwul";"YouTube"
"20388";"https://www.youtube.com/results?search_query=phil+lester";"YouTube"
"20388";"https://www.youtube.com/results?search_query=ras+protein+und+p53";"YouTube"
"20388";"https://www.youtube.com/results?search_query=verbotene+liebe+jan+und+julia+mallorca";"YouTube"
"20388";"https://www.youtube.com/results?search_query=cavetown+cut+my+hair";"YouTube"
"20989";"https://www.youtube.com/results?search_query=verdi";"YouTube"
"20989";"https://www.youtube.com/results?search_query=weihnachten+in+den+highlands+trailer";"YouTube"
"20989";"https://www.youtube.com/results?search_query=ehrlich+film+impfung";"YouTube"
"20989";"https://www.youtube.com/results?search_query=temple+monkeys+corona";"YouTube"
"20989";"https://www.youtube.com/results?search_query=+kupferschwert";"YouTube"
"20999";"https://www.youtube.com/results?search_query=mayli+cyrus+new+song";"YouTube"
"20999";"https://www.youtube.com/results?search_query=taylor+swift";"YouTube"
"20999";"https://www.youtube.com/results?search_query=dota+2";"YouTube"
"20999";"https://www.youtube.com/results?search_query=Dick+pic";"YouTube"
"20999";"https://www.youtube.com/results?search_query=weiches+auge+knoten";"YouTube"
"20878";"https://www.youtube.com/results?search_query=raumzeit+fermi+paradoxon";"YouTube"
"20878";"https://www.youtube.com/results?search_query=super+hornet";"YouTube"
"20878";"https://www.youtube.com/results?search_query=existentialismus+leicht+erkl%C3%A4rt";"YouTube"
"20878";"https://www.youtube.com/results?search_query=david+parsons+manosarovar+II";"YouTube"
"20878";"https://www.youtube.com/results?search_query=david+parsons";"YouTube"
"20689";"https://www.youtube.com/results?search_query=nun+wollen+wir+ein+licht+anz%C3%BCnden";"YouTube"
"20689";"https://www.youtube.com/results?search_query=fliesen+schneiden";"YouTube"
"20689";"https://www.youtube.com/results?search_query=jakikoehler";"YouTube"
"20689";"https://www.youtube.com/results?search_query=franz%C3%B6sisch+lernen+pass%C3%A9+compos%C3%A9";"YouTube"
"20689";"https://www.youtube.com/results?search_query=badewannenarmatur+selber+austauschen";"YouTube"
"20723";"https://www.youtube.com/results?search_query=new+kids";"YouTube"
"20723";"https://www.youtube.com/results?search_query=carwow+seat";"YouTube"
"20723";"https://www.youtube.com/results?search_query=harald+ilg";"YouTube"
"20723";"https://www.youtube.com/results?search_query=isle+of+man+tt+sidecar+accident";"YouTube"
"20723";"https://www.youtube.com/results?search_query=leon+5f+mtm";"YouTube"
