"external_submission_id";"search_query";"donation_platform"
"9279";"https://www.youtube.com/results?search_query=steph+grella";"YouTube"
"9279";"https://www.youtube.com/results?search_query=liebscher+Bracht";"YouTube"
"9279";"https://www.youtube.com/results?search_query=irrtum+der+film";"YouTube"
"9279";"https://www.youtube.com/results?search_query=starship+troopers";"YouTube"
"9290";"https://www.youtube.com/results?search_query=inselpredigt+otto";"YouTube"
"9290";"https://www.youtube.com/results?search_query=queen+interview+1973";"YouTube"
"9290";"https://www.youtube.com/results?search_query=wolfgang+schnabl";"YouTube"
"9290";"https://www.youtube.com/results?search_query=radiohead+street+spirit";"YouTube"
"9290";"https://www.youtube.com/results?search_query=gigi+d%27agostino+in+my+mind+official+video";"YouTube"
"9296";"https://www.youtube.com/results?search_query=adriano+celentano+der+gez%C3%A4hmte+widerspenstige+ganzer+film+";"YouTube"
"9296";"https://www.youtube.com/results?search_query=Nimm+ihn+in+den+Mund+mit+sack";"YouTube"
"9296";"https://www.youtube.com/results?search_query=frauenarzt+teilen+macht+spa%C3%9F";"YouTube"
"9296";"https://www.youtube.com/results?search_query=ennio+morricone";"YouTube"
"9296";"https://www.youtube.com/results?search_query=gib+dem+affen+zucker+adriano+celentano";"YouTube"
"9330";"india pakistan border ritual";"YouTube"
"9330";"roberto carlos amazing goal";"YouTube"
"9330";"ed sheeran shape of you";"YouTube"
"9330";"warmduscher";"YouTube"
"9330";"germany second america first";"YouTube"
"9390";"https://www.youtube.com/results?search_query=verdi+requiem";"YouTube"
"9390";"https://www.youtube.com/results?search_query=ufo+folge+6";"YouTube"
"9390";"https://www.youtube.com/results?search_query=bwv+38";"YouTube"
"9390";"https://www.youtube.com/results?search_query=rink+der+tod+hat+nicht+das+letzte+wort";"YouTube"
"9390";"https://www.youtube.com/results?search_query=bach+osteroratorium+bwv+249";"YouTube"
"9927";"https://www.youtube.com/results?search_query=bohemian+rhapsody+trailer";"YouTube"
"9927";"https://www.youtube.com/results?search_query=udo+und+wilke";"YouTube"
"9927";"https://www.youtube.com/results?search_query=Trump+Surprises+melania";"YouTube"
"9927";"https://www.youtube.com/results?search_query=Schranz+techno+hardcore";"YouTube"
"9927";"https://www.youtube.com/results?search_query=mono+und+nikitaman+genre";"YouTube"
"9992";"https://www.youtube.com/results?search_query=fl%C3%BCchtlingssong";"YouTube"
"9992";"https://www.youtube.com/results?search_query=teams";"YouTube"
"9992";"https://www.youtube.com/results?search_query=sql+tutorial+deutsch";"YouTube"
"9992";"https://www.youtube.com/results?search_query=marketing";"YouTube"
"9992";"https://www.youtube.com/results?search_query=naina";"YouTube"
"9820";"https://www.youtube.com/results?search_query=hans+hartz+die+wei%C3%9Fen+tauben+fliegen+wieder";"YouTube"
"9820";"https://www.youtube.com/results?search_query=n%C3%BCbel+eigentor";"YouTube"
"9820";"https://www.youtube.com/results?search_query=gangsters+paradise+piano";"YouTube"
"9820";"https://www.youtube.com/results?search_query=kunze+heinz+rudolf+dein+ist+mein+ganzes+herz";"YouTube"
"9820";"https://www.youtube.com/results?search_query=srf+kultur+sternstunde";"YouTube"
"9673";"https://www.youtube.com/results?search_query=du+o+sch%C3%B6nes+weltgeb%C3%A4ude";"YouTube"
"9673";"https://www.youtube.com/results?search_query=beethoven+missa+in+c+major";"YouTube"
"9673";"https://www.youtube.com/results?search_query=weihnachtsoratorium+bach+teil+1";"YouTube"
"9673";"https://www.youtube.com/results?search_query=iliopsoas+dehnen";"YouTube"
"9673";"https://www.youtube.com/results?search_query=unterer+r%C3%BCcken+dehnen+%C3%BCbungen";"YouTube"
"9696";"https://www.youtube.com/results?search_query=heaven+shall+burn+blitz";"YouTube"
"9696";"https://www.youtube.com/results?search_query=harder+better+finger+stronger";"YouTube"
"9696";"https://www.youtube.com/results?search_query=mini-playbackshow";"YouTube"
"9696";"https://www.youtube.com/results?search_query=grasgefl%C3%BCster";"YouTube"
"9696";"https://www.youtube.com/results?search_query=omega+perlen+im+haar";"YouTube"
"9728";"https://www.youtube.com/results?search_query=tanzchor+60";"YouTube"
"9728";"https://www.youtube.com/results?search_query=halleluja+sing+a+song";"YouTube"
"9728";"https://www.youtube.com/results?search_query=gem%C3%A4%C3%9Figt+satanisch";"YouTube"
"9728";"https://www.youtube.com/results?search_query=kins";"YouTube"
"9728";"https://www.youtube.com/results?search_query=tanzchor60";"YouTube"
"9837";"y-kollektiv";"YouTube"
"9837";"fanta 4";"YouTube"
"9837";"dokumentation kurtisanen";"YouTube"
"9837";"trampolin übungen zu hause";"YouTube"
"9837";"feelgood movies";"YouTube"
"9908";"https://www.youtube.com/results?search_query=vermisse";"YouTube"
"9908";"https://www.youtube.com/results?search_query=crazy+little+thing+called+love";"YouTube"
"9908";"https://www.youtube.com/results?search_query=latinas+like+selina";"YouTube"
"9908";"https://www.youtube.com/results?search_query=einzelg%C3%A4nger+taoism";"YouTube"
"9908";"https://www.youtube.com/results?search_query=skydiving+best+places";"YouTube"
"20202";"https://www.youtube.com/results?search_query=minecraft+fenster+r%C3%BCstungsst%C3%A4nder+";"YouTube"
"20202";"https://www.youtube.com/results?search_query=minecraft+beton";"YouTube"
"20202";"https://www.youtube.com/results?search_query=carry+on+my+son";"YouTube"
"20202";"https://www.youtube.com/results?search_query=eisk%C3%B6nigin+2+nordwind";"YouTube"
"20202";"https://www.youtube.com/results?search_query=primer";"YouTube"
"20238";"we no speak americano yolanda be cool official music video";"YouTube"
"20238";"pika girl dance";"YouTube"
"20238";"raining tacos original";"YouTube"
"20238";"male orgasm sound";"YouTube"
"20238";"the riddle gigi d'agostino";"YouTube"
"20276";"https://www.youtube.com/results?search_query=overwatch+cinematic+honor+and+glory";"YouTube"
"20276";"https://www.youtube.com/results?search_query=overwatch+cinematic+honor+and+glory+reaction+mashup";"YouTube"
"20276";"https://www.youtube.com/results?search_query=beds+are+burning";"YouTube"
"20276";"https://www.youtube.com/results?search_query=witcher+3+trailer+reaction+mashup";"YouTube"
"20276";"https://www.youtube.com/results?search_query=overwatch+cinematic";"YouTube"
"20278";"https://www.youtube.com/results?search_query=sap+pm+module+training";"YouTube"
"20278";"https://www.youtube.com/results?search_query=australien+gef%C3%A4hrlich+backpacker";"YouTube"
